FN3_3,FN3_6,FN3_10,FN1_1_to_assets,FN1_2_to_assets,FN1_3_to_assets,FN1_4_to_assets,FN1_5_to_assets,FN1_6_to_assets,FN1_7_to_assets,FN1_8_to_assets,FN1_9_to_assets,FN1_10_to_assets,FN1_11_to_assets,FN1_11_2_to_assets,FN1_11_3_to_assets,FN1_11_4_to_assets,FN1_14_to_assets,FN1_15_to_assets,FN1_16_to_assets,FN1_17_to_assets,FN1_18_to_assets,FN1_19_to_assets,FN1_20_to_assets,FN1_21_to_assets,FN1_21_1_to_assets,FN1_22_to_assets,FN1_22_1_to_assets,FN1_22_2_to_assets,FN1_23_to_assets,FN1_24_to_assets,FN3_10_1_to_assets,FN3_11_to_assets,FN3_11_1_to_assets,FN2_2_to_revenue,FN2_2_1_to_revenue,FN2_3_to_revenue,FN2_3_1_to_revenue,FN2_3_2_to_revenue,FN2_3_3_to_revenue,FN2_3_4_to_revenue,FN2_3_5_to_revenue,FN2_4_to_revenue,FN2_5_to_revenue,FN2_5_1_to_revenue,FN2_7_to_revenue,FN2_8_to_revenue,FN2_9_to_revenue,FN2_10_to_revenue,FN3_1_to_revenue,FN3_2_to_revenue,FN3_2_1_to_revenue,FN3_2_2_to_revenue,FN3_4_1_to_revenue,FN3_4_2_to_revenue,FN3_7_to_revenue,FN3_8_to_revenue,asset_growth_rate,revenue_growth_rate,operating_income_growth,net_income_growth,equity_growth_rate,PERF_12M
2.46,117.2,97.98,0.4002453487574818,0.5997546512424137,0.4002453487574818,0.0,0.5795175051522007,0.0,0.0,0.0,0.0,0.0,0.3731746662521067,0.0,0.0,0.015943177202684,0.3361516160466051,0.2611649041169345,0.2685819873938554,0.0561155627539508,0.0300420078524942,0.3661936238990994,0.1358057501408059,0.0,0.1358057501408059,0.0755857197537532,0.0,0.083572769317419,0.0755857197537532,0.2949642392119782,0.9797628539096824,0.0640937327108766,0.2039242429560478,0.8445995526594401,0.1554004473403391,0.1183895658255005,0.0370108815148385,0.1238210514882668,0.0,0.0,0.0,0.0134747379844575,0.0370108815148385,0.1238210514882668,0.0001395179214301,0.0173351017377007,0.019815297698568,0.0196627551610549,0.0,0.0,0.0,0.0,0.0139339108904303,0.0,0.0045809120056927,0.0377016276796408,0.6418125274849322,-0.003504322878146,-0.7010937876060562,0.2136200130775341,0.3293321381220578,0
100.0,165.96,95.34,0.3027811385110852,0.6972188614883191,0.299556025760216,0.0032251127508691,0.6506417759918827,0.0,0.0,0.0,0.0,0.0,0.2731761046188254,0.0,0.0,0.0337695634898449,0.0775665231628041,0.0,0.7253060550981233,0.0440096241081383,0.7253060550981233,0.8028725782609274,0.0833978177173401,0.0,0.0833978177173401,0.1384058268863017,0.0,0.0,0.1384058268863017,0.2218036446036418,0.9534229145029678,0.225214615348281,0.7651475754164886,0.7259490921083297,0.2740509078912096,0.1336641988435984,0.1403867090476112,0.1680913203551085,0.0,0.0,0.0,0.0178933677467782,0.1403867090476112,0.1680913203551085,0.0064248786782919,0.0178214938798859,0.1289900938460171,0.1111796574841146,0.0,0.0,0.0,0.0,0.0177233584077829,0.0,0.0952987580103216,0.1254765675067805,0.3646555480402327,0.6362127973942072,-0.1648188094952956,0.3430247442628311,-0.1107507493160962,0
2.05,115.97,96.7,0.5738942559332849,0.4261057440666693,0.2999065923438584,0.2739876635894264,0.3931159749091639,0.045338371296806,0.0,0.0,0.0,0.010748663738854,0.1580130294055295,0.0,0.0,0.024868619702506,0.4734151635733757,0.3298882499768392,0.3820895173509817,0.0905452018806155,0.0550508425480556,0.5284660061214315,0.2131234548549425,0.0069200956626394,0.220043550517582,0.0507435487759357,0.0,0.1894915470196087,0.0576636444385751,0.4602786463131265,0.9670102308424487,0.1004790923599091,0.2782361994542079,0.8379971685049068,0.1620028314950579,0.0896438520724868,0.072358979422571,0.0680037662732077,0.0047798808242738,0.068077397027635,0.0,0.0050968608684296,0.072358979422571,0.0680037662732077,0.0054911143027986,0.0049928158734607,0.0728572778519089,0.068077397027635,0.0020128568775155,0.0117798951118935,-0.0180718941720225,0.0083048559376445,0.005315631207953,0.0,0.062516153144611,0.1122587496465189,-0.0680859035603079,0.0726486769704469,0.0640437050480973,-0.1627109074909701,0.0069925329755053,0
100.0,165.03,95.54,0.3692207240334247,0.6307792759663947,0.190749006512736,0.1784717175206886,0.5861941108148335,0.0,0.0,0.0,0.0,0.0,0.1428314575586546,0.0,0.0346504733754024,0.0086842355139671,0.0685804947596967,0.0,0.5148368702452578,0.0505199132497005,0.6071216977176588,0.6757021924773555,0.1070478653788958,0.0,0.1070478653788958,0.1766663453425194,0.0,0.0,0.1766663453425194,0.2837142107214153,0.9554148348482582,0.3006402292737279,0.4855265148355189,0.6028219645965794,0.3971780354030784,0.2985324565961785,0.0986455788068999,0.0828721133904455,0.0,0.0,0.0,0.0309036466343983,0.0986455788068999,0.0828721133904455,0.0112995606847926,0.0317231496426071,0.0782219898490854,0.0751855515631377,0.0,0.0,0.0,0.0,0.0318456473782809,0.0,0.0466801916028669,0.1040433491428053,0.0822443315577022,0.0076846000435803,0.1903350206851105,1.3031770489261012,0.1197719213622306,0
100.0,166.86,95.89,0.8393215973100224,0.1606784026897065,0.2910515648406578,0.5482700324693646,0.119585149434293,0.0,0.0,0.0,0.0,0.0,0.1916286951864613,0.0,0.0,0.0008305145638304,0.1315388108972481,0.0,0.2252928695863763,0.116797787463618,0.2252928695863763,0.3568316804836244,0.1678382353937575,0.0,0.1678382353937575,0.2800528731112355,0.0,0.0,0.2800528731112355,0.447891108504993,0.9589067467443156,0.7077827864127743,0.2363344020931688,0.5513744827974261,0.4486255172020587,0.444686277843675,0.0039392393583837,0.0110262633132836,0.0,0.0,0.0,0.0084241496756331,0.0039392393583837,0.0110262633132836,0.0292055051449561,0.0118280234756963,0.0213167210276435,0.0204515826518781,0.0,0.0,0.0,0.0,0.0084272412957967,0.0,0.0133150927743615,0.0127199558928791,-0.0359853999716562,0.6583382181785834,-0.6427403149379531,-0.2284020217684992,0.044199006786593,0
100.0,412.85,99.68,0.9962650964075992,0.0037349035923707,0.7111705748860574,0.2850945215215417,0.0005208832682935,0.0,0.0,0.0,0.0,0.0,0.0279876270375568,0.0,0.0,0.0003018738152962,0.0827356131165838,0.0,0.6287720642590149,0.0046114545898463,0.6308377565897052,0.713573369706289,0.0156974383954025,0.0,0.0156974383954025,0.0648061197308811,0.0,0.0,0.0648061197308811,0.0805035581262837,0.9967859796758928,0.9022664848360492,0.6210240199787149,0.8655334191628092,0.1344665808371502,0.0601063438023465,0.0743602370348036,0.0339643305703701,0.0,0.0,0.0,0.0263227354003569,0.0743602370348036,0.0339643305703701,0.0067451223670772,0.0430824453234309,0.03802291407845,0.0329179995061761,-0.0275128411698715,0.0709819167516443,-0.0445799328959427,-0.053914825025573,0.026327196674711,0.0,0.0368590487135454,0.0964263894598379,-0.0233359746107155,-0.2827087940713898,1.1893626574117144,0.367712331952049,0.0624414606326365,0
2.29,115.54,97.87,0.9720100789115756,0.0279899210869804,0.849564281948422,0.1224457969631535,0.0066754748857362,0.0,0.0,0.0,0.0,0.0,0.3329333535484373,0.0,0.0,0.0134419199029457,0.2063043745078497,0.1188488668441034,0.1393720172985634,0.0734778747643462,0.0293588049701035,0.2356631794779532,0.4115315471414275,0.0,0.4115315471414275,0.4754763297155011,0.0,0.0,0.4754763297155011,0.8870078768569285,0.9786855537973118,0.7657057044037259,-0.2244420859592303,0.8392232834365304,0.1607767165628754,0.0895757180427569,0.0712009985201185,0.061837792752375,0.0,0.0,0.0,0.0011257708857225,0.0712009985201185,0.061837792752375,0.0094582576631078,0.0011691383129826,0.0794901178702437,0.076500141686686,0.0,0.0,0.0,0.0,0.0011447812647954,0.0,0.0834490293121727,0.0694674895784095,0.001677815946481,0.3941776022631018,0.1514155882818743,-0.3774017308882783,0.0566309057538145,0
100.0,452.49,99.87,0.3375850376988606,0.6624149623006578,0.2211777158488932,0.1164073218499674,0.6610964475704217,0.0,0.0,0.0,0.0,0.0,0.0612425532570341,0.0,0.0013185147302359,0.0,0.2439213726035735,0.0,0.6109697728809687,0.0819000866328312,0.6109697728809687,0.8548911454845421,0.0231149404862405,0.0,0.0231149404862405,0.1045931794551979,0.0,0.0,0.1045931794551979,0.1277081199414384,0.9986814852692824,0.0936636650952871,0.5699889096439047,0.8753382995489046,0.1246617004507051,0.1142159394372607,0.0104457610134443,-0.0564220994656081,0.0,0.0,0.0,0.0093273670038207,0.0104457610134443,-0.0564220994656081,0.0016531932393563,0.063673898947904,-0.0515749446951033,-0.0515796290679185,0.0,0.0,0.0,0.0,0.0092235300730843,0.0,-0.0609866304095972,0.0128246416747519,0.2245705615353669,-0.283521013230836,1.1851359859331163,-0.3494423791785873,0.0380385003795315,0
100.0,167.08,94.77,0.653589931362954,0.3464100686356823,0.5176472513483565,0.1359426800145973,0.2940717618063677,0.0,0.0,0.0,0.0,0.0,0.281720526887451,0.0,0.0,0.0317460966851563,0.3327442052016022,0.0,0.5398254707903729,0.0183393405310358,0.5398254707903729,0.8725696759919751,0.0654586812529535,0.0,0.0654586812529535,0.1093691828709504,0.0,0.0,0.1093691828709504,0.1748278641239039,0.9476616931693216,0.3208457261613517,0.3120292600300945,0.7988596821241689,0.2011403178751976,0.2203396378900317,-0.019199320014834,0.1172189012564035,0.0,0.0,0.0,0.0121568880798576,-0.019199320014834,0.1172189012564035,0.1442415974076552,0.0315379850499338,0.0935042923428873,0.071643555025169,0.0,0.0,0.0,0.0,0.012033381089362,0.0,0.059323257696348,-0.0547718667542902,0.0166059206248409,0.4247486387414658,-1.1637903086303505,0.0765270190525103,-0.067691099361722,0
100.0,453.12,98.65,0.2966400613089532,0.7033599386909386,0.2364814844247523,0.0601585768842008,0.6898176635052394,0.0,0.0,0.0,0.0,0.0,0.1501534941115467,8.64968754625462e-06,0.0,0.0056410018543842,0.1538492893578727,0.0,0.6968923510704154,0.1063692082367832,0.6984492948287412,0.852298584186614,0.0315713595438293,0.0,0.0315713595438293,0.1430575066907881,0.0,0.0,0.1430575066907881,0.1746288662346175,0.9864577248141926,0.1427907719510805,0.6566984423750077,0.8278911650935276,0.1721088349063138,0.1119281623642042,0.0601806725421095,0.0675225563134574,0.0,0.0,0.0,0.019917910719975,0.0601806725421095,0.0675225563134574,0.0088612332740698,0.0213517769886712,0.0476901288275082,0.0470094348749316,0.0,0.0,0.0,0.0,0.0198555824992474,0.0,0.02844339630122,0.066661855921884,0.036660842735011,0.7282443107966918,-0.1087323136471261,0.8589176747953383,0.3978859342702657,0
